name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,devEffect,devParameters,prodEffect,prodParameters
4b90e17e-8448-49db-875e-bd83fb6f804f,,BuiltIn,Event Grid,Azure Event Grid topics should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Event Grid topic instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/privateendpoints.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: azureEventGridTopicsShouldUsePrivateLinkMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
83a214f7-d01a-484b-91a9-ed54470c9a6a,,BuiltIn,Event Hub,Resource logs in Event Hub should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (default: diagnosticsLogsInEventHubMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInEventHubRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInEventHubRetentionDays"":""1""}"
a451c1ef-c6ca-483d-87ed-f49761e3ffb5,,BuiltIn,General,Audit usage of custom RBAC roles,"Audit built-in roles such as 'Owner, Contributer, Reader' instead of custom RBAC roles, which are error prone. Using custom roles is treated as an exception and requires a rigorous review and threat modeling",Azure_Security_Benchmark_v3.0_PA-7,MCSB: Audit (default: useRbacRulesMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
630c64f9-8b6b-4c64-b511-6544ceff6fd6,,BuiltIn,Guest Configuration,Authentication to Linux machines should require SSH keys,"Although SSH itself provides an encrypted connection, using passwords with SSH still leaves the VM vulnerable to brute-force attacks. The most secure option for authenticating to an Azure Linux virtual machine over SSH is with a public-private key pair, also known as SSH keys. Learn more: https://docs.microsoft.com/azure/virtual-machines/linux/create-ssh-keys-detailed.",Azure_Security_Benchmark_v3.0_IM-6,MCSB: AuditIfNotExists (default: authenticationToLinuxMachinesShouldRequireSSHKeysMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
fc9b3da7-8347-4380-8e70-0a0361d8dedd,,BuiltIn,Guest Configuration,Linux machines should meet requirements for the Azure compute security baseline,"Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if the machine is not configured correctly for one of the recommendations in the Azure compute security baseline.",Azure_Security_Benchmark_v3.0_PV-4,MCSB: AuditIfNotExists (default: linuxGuestConfigBaselinesMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
ca88aadc-6e2b-416c-9de2-5a0f01d1693f,,BuiltIn,Guest Configuration,Linux virtual machines should enable Azure Disk Encryption or EncryptionAtHost.,"Although a virtual machine's OS and data disks are encrypted-at-rest by default using platform managed keys; resource disks (temp disks), data caches, and data flowing between Compute and Storage resources are not encrypted. Use Azure Disk Encryption or EncryptionAtHost to remediate. Visit https://aka.ms/diskencryptioncomparison to compare encryption offerings. This policy requires two prerequisites to be deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol.",Azure_Security_Benchmark_v3.0_DP-4,MCSB: AuditIfNotExists (default: gcLinuxDiskEncryptionMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
bed48b13-6647-468e-aa2f-1af1d3f4dd40,,BuiltIn,Guest Configuration,Windows Defender Exploit Guard should be enabled on your machines,Windows Defender Exploit Guard uses the Azure Policy Guest Configuration agent. Exploit Guard has four components that are designed to lock down devices against a wide variety of attack vectors and block behaviors commonly used in malware attacks while enabling enterprises to balance their security risk and productivity requirements (Windows only).,"Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2,Azure_Security_Benchmark_v3.0_ES-2",MCSB: AuditIfNotExists (default: windowsDefenderExploitGuardMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true""}",AuditIfNotExists,"{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true""}"
5752e6d6-1206-46d8-8ab1-ecc2f71a8112,,BuiltIn,Guest Configuration,Windows machines should be configured to use secure communication protocols,"To protect the privacy of information communicated over the Internet, your machines should use the latest version of the industry-standard cryptographic protocol, Transport Layer Security (TLS). TLS secures communications over a network by encrypting a connection between machines.",Azure_Security_Benchmark_v3.0_DP-3,MCSB: AuditIfNotExists (default: windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}",AuditIfNotExists,"{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}"
72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,,BuiltIn,Guest Configuration,Windows machines should meet requirements of the Azure compute security baseline,"Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if the machine is not configured correctly for one of the recommendations in the Azure compute security baseline.",Azure_Security_Benchmark_v3.0_PV-4,MCSB: AuditIfNotExists (default: windowsGuestConfigBaselinesMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
3dc5edcd-002d-444c-b216-e123bbfa37c0,,BuiltIn,Guest Configuration,Windows virtual machines should enable Azure Disk Encryption or EncryptionAtHost.,"Although a virtual machine's OS and data disks are encrypted-at-rest by default using platform managed keys; resource disks (temp disks), data caches, and data flowing between Compute and Storage resources are not encrypted. Use Azure Disk Encryption or EncryptionAtHost to remediate. Visit https://aka.ms/diskencryptioncomparison to compare encryption offerings. This policy requires two prerequisites to be deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol.",Azure_Security_Benchmark_v3.0_DP-4,MCSB: AuditIfNotExists (default: gcWindowsDiskEncryptionMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
383856f8-de7f-44a2-81fc-e5135b5c2aa4,,BuiltIn,Internet of Things,Resource logs in IoT Hub should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (default: diagnosticsLogsInIoTHubMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInIoTHubRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInIoTHubRetentionDays"":""1""}"
55615ac9-af46-4a59-874e-391cc3dfb490,,BuiltIn,Key Vault,Azure Key Vault should have firewall enabled or public network access disabled,"Enable the key vault firewall so that the key vault is not accessible by default to any public IPs or disable public network access for your key vault so that it's not accessible over the public internet. Optionally, you can configure specific IP ranges to limit access to those networks. Learn more at: https://docs.microsoft.com/azure/key-vault/general/network-security and https://aka.ms/akvprivatelink","Azure_Security_Benchmark_v3.0_NS-2,Azure_Security_Benchmark_v3.0_DP-8",MCSB: Audit (default: firewallShouldBeEnabledOnKeyVaultMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
12d4fa5e-1f9f-4c21-97a9-b99b3c6611b5,,BuiltIn,Key Vault,Azure Key Vault should use RBAC permission model,Enable RBAC permission model across Key Vaults. Learn more at: https://learn.microsoft.com/en-us/azure/key-vault/general/rbac-migration,Azure_Security_Benchmark_v3.0_PA-7,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
a6abeaec-4d90-4a02-805f-6b26c4d3fbe9,,BuiltIn,Key Vault,Azure Key Vaults should use private link,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to key vault, you can reduce data leakage risks. Learn more about private links at: https://aka.ms/akvprivatelink.","Azure_Security_Benchmark_v3.0_NS-2,Azure_Security_Benchmark_v3.0_DP-8",MCSB: Audit (default: privateEndpointShouldBeConfiguredForKeyVaultMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
0a075868-4c26-42ef-914c-5bc007359560,,BuiltIn,Key Vault,Certificates should have the specified maximum validity period,Manage your organizational compliance requirements by specifying the maximum amount of time that a certificate can be valid within your key vault.,Azure_Security_Benchmark_v3.0_DP-7,MCSB: disabled (default: certificatesValidityPeriodMonitoringEffect),"parameter: Deny,Audit,Disabled",Disabled,"{""certificatesValidityPeriodInMonths"":12}",Disabled,"{""certificatesValidityPeriodInMonths"":12}"
152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0,,BuiltIn,Key Vault,Key Vault keys should have an expiration date,Cryptographic keys should have a defined expiration date and not be permanent. Keys that are valid forever provide a potential attacker with more time to compromise the key. It is a recommended security practice to set expiration dates on cryptographic keys.,Azure_Security_Benchmark_v3.0_DP-6,MCSB: Disabled (default: keysExpirationSetEffect),"parameter: Deny,Audit,Disabled",Disabled,,Disabled,
98728c90-32c7-4049-8429-847dc0f4fe37,,BuiltIn,Key Vault,Key Vault secrets should have an expiration date,Secrets should have a defined expiration date and not be permanent. Secrets that are valid forever provide a potential attacker with more time to compromise them. It is a recommended security practice to set expiration dates on secrets.,Azure_Security_Benchmark_v3.0_DP-6,MCSB: Disabled (default: secretsExpirationSetEffect),"parameter: Deny,Audit,Disabled",Disabled,,Disabled,
0b60c0b2-2dc2-4e1c-b5c9-abbed971de53,,BuiltIn,Key Vault,Key vaults should have deletion protection enabled,Malicious deletion of a key vault can lead to permanent data loss. You can prevent permanent data loss by enabling purge protection and soft delete. Purge protection protects you from insider attacks by enforcing a mandatory retention period for soft deleted key vaults. No one inside your organization or Microsoft will be able to purge your key vaults during the soft delete retention period. Keep in mind that key vaults created after September 1st 2019 have soft-delete enabled by default.,Azure_Security_Benchmark_v3.0_DP-8,MCSB: Audit (default: keyVaultsShouldHavePurgeProtectionEnabledMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d,,BuiltIn,Key Vault,Key vaults should have soft delete enabled,"Deleting a key vault without soft delete enabled permanently deletes all secrets, keys, and certificates stored in the key vault. Accidental deletion of a key vault can lead to permanent data loss. Soft delete allows you to recover an accidentally deleted key vault for a configurable retention period.",Azure_Security_Benchmark_v3.0_DP-8,MCSB: Audit (default: keyVaultsShouldHaveSoftDeleteEnabledMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
cf820ca0-f99e-4f3e-84fb-66e913812d21,,BuiltIn,Key Vault,Resource logs in Key Vault should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes when a security incident occurs or when your network is compromised,"Azure_Security_Benchmark_v3.0_DP-8,Azure_Security_Benchmark_v3.0_LT-3",MCSB: AuditIfNotExists (default: diagnosticsLogsInKeyVaultMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}"
8dfab9c4-fe7b-49ad-85e4-1e9be085358f,,BuiltIn,Kubernetes,[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Microsoft Defender for Cloud extension for Azure Arc provides threat protection for your Arc enabled Kubernetes clusters. The extension collects data from all nodes in the cluster and sends it to the Azure Defender for Kubernetes backend in the cloud for further analysis. Learn more in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc.,"Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2",MCSB: AuditIfNotExists (default: arcEnabledKubernetesClustersShouldHaveAzureDefendersExtensionInstalled),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
6b2122c1-8120-4ff5-801b-17625a355590,,BuiltIn,Kubernetes,Azure Arc enabled Kubernetes clusters should have the Azure Policy extension installed,"The Azure Policy extension for Azure Arc provides at-scale enforcements and safeguards on your Arc enabled Kubernetes clusters in a centralized, consistent manner. Learn more at https://aka.ms/akspolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (default: arcEnabledKubernetesClustersShouldHaveAzurePolicyExtensionInstalledEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
a1840de2-8088-4ea8-b153-b4c723e9cb01,,BuiltIn,Kubernetes,Azure Kubernetes Service clusters should have Defender profile enabled,"Microsoft Defender for Containers provides cloud-native Kubernetes security capabilities including environment hardening, workload protection, and run-time protection. When you enable the SecurityProfile.AzureDefender on your Azure Kubernetes Service cluster, an agent is deployed to your cluster to collect security event data. Learn more about Microsoft Defender for Containers in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-introduction?tabs=defender-for-container-arch-aks","Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2",MCSB: Audit (default: azureKubernetesServiceClustersShouldHaveSecurityProfileEnabled),"parameter: Audit,Disabled",Audit,,Audit,
0a15ec92-a229-4763-bb14-0ea34a568f8d,,BuiltIn,Kubernetes,Azure Policy Add-on for Kubernetes service (AKS) should be installed and enabled on your clusters,"Azure Policy Add-on for Kubernetes service (AKS) extends Gatekeeper v3, an admission controller webhook for Open Policy Agent (OPA), to apply at-scale enforcements and safeguards on your clusters in a centralized, consistent manner.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: azurePolicyAddonStatusEffect),"parameter: Audit,Disabled",Audit,,Audit,
e345eecc-fa47-480f-9e88-67dcc122b164,,BuiltIn,Kubernetes,Kubernetes cluster containers CPU and memory resource limits should not exceed the specified limits,"Enforce container CPU and memory resource limits to prevent resource exhaustion attacks in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: memoryAndCPULimitsInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""memoryAndCPULimitsInKubernetesClusterLabelSelector"":{},""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""memoryInKubernetesClusterLimit"":""64Gi"",""CPUInKubernetesClusterLimit"":""32""}",Audit,"{""memoryAndCPULimitsInKubernetesClusterLabelSelector"":{},""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""memoryInKubernetesClusterLimit"":""64Gi"",""CPUInKubernetesClusterLimit"":""32""}"
47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8,,BuiltIn,Kubernetes,Kubernetes cluster containers should not share host process ID or host IPC namespace,"Block pod containers from sharing the host process ID namespace and host IPC namespace in a Kubernetes cluster. This recommendation is part of CIS 5.2.2 and CIS 5.2.3 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: NoSharingSensitiveHostNamespacesInKubernetesEffect),"parameter: Deny,Audit,Disabled",Audit,"{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""NoSharingSensitiveHostNamespacesInKubernetesLabelSelector"":{}}",Audit,"{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""NoSharingSensitiveHostNamespacesInKubernetesLabelSelector"":{}}"
511f5417-5d12-434d-ab2e-816901e72a5e,,BuiltIn,Kubernetes,Kubernetes cluster containers should only use allowed AppArmor profiles,"Containers should only use allowed AppArmor profiles in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: AllowedAppArmorProfilesInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""AllowedAppArmorProfilesInKubernetesClusterLabelSelector"":{},""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""]}",Audit,"{""AllowedAppArmorProfilesInKubernetesClusterLabelSelector"":{},""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""]}"
c26596ff-4d70-4e6a-9a30-c2506bd2f80c,,BuiltIn,Kubernetes,Kubernetes cluster containers should only use allowed capabilities,"Restrict the capabilities to reduce the attack surface of containers in a Kubernetes cluster. This recommendation is part of CIS 5.2.8 and CIS 5.2.9 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: AllowedCapabilitiesInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedCapabilitiesInKubernetesClusterList"":[],""DropCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterLabelSelector"":{}}",Audit,"{""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedCapabilitiesInKubernetesClusterList"":[],""DropCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterLabelSelector"":{}}"
febd0533-8e55-448f-b837-bd0e06f16469,,BuiltIn,Kubernetes,Kubernetes cluster containers should only use allowed images,"Use images from trusted registries to reduce the Kubernetes cluster's exposure risk to unknown vulnerabilities, security issues and malicious images. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: allowedContainerImagesInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""allowedContainerImagesLabelSelector"":{},""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}",Audit,"{""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""allowedContainerImagesLabelSelector"":{},""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
df49d893-a74c-421d-bc95-c663042e5b80,,BuiltIn,Kubernetes,Kubernetes cluster containers should run with a read only root file system,"Run containers with a read only root file system to protect from changes at run-time with malicious binaries being added to PATH in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: ReadOnlyRootFileSystemInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""ReadOnlyRootFileSystemInKubernetesClusterLabelSelector"":{},""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}",Audit,"{""ReadOnlyRootFileSystemInKubernetesClusterLabelSelector"":{},""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
098fc59e-46c7-4d99-9b16-64990e543d75,,BuiltIn,Kubernetes,Kubernetes cluster pod hostPath volumes should only use allowed host paths,"Limit pod HostPath volume mounts to the allowed host paths in a Kubernetes Cluster. This policy is generally available for Kubernetes Service (AKS), and Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: AllowedHostPathVolumesInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedHostPathVolumesInKubernetesClusterLabelSelector"":{},""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]}}",Audit,"{""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedHostPathVolumesInKubernetesClusterLabelSelector"":{},""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]}}"
f06ddb64-5fa3-4b77-b166-acb36f7f6042,,BuiltIn,Kubernetes,Kubernetes cluster pods and containers should only run with approved user and group IDs,"Control the user, primary group, supplemental group and file system group IDs that pods and containers can use to run in a Kubernetes Cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: MustRunAsNonRootNamespaceEffect),"parameter: Deny,Audit,Disabled",Audit,"{""MustRunAsNonRootLabelSelector"":{},""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}",Audit,"{""MustRunAsNonRootLabelSelector"":{},""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
82985f06-dc18-4a48-bc1c-b9f4f0098cfe,,BuiltIn,Kubernetes,Kubernetes cluster pods should only use approved host network and port range,"Restrict pod access to the host network and the allowable host port range in a Kubernetes cluster. This recommendation is part of CIS 5.2.4 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: AllowedHostNetworkingAndPortsInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostMinPortInKubernetesCluster"":0,""AllowHostNetworkingInKubernetesCluster"":false,""AllowedHostNetworkingAndPortsInKubernetesClusterLabelSelector"":{},""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}",Audit,"{""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostMinPortInKubernetesCluster"":0,""AllowHostNetworkingInKubernetesCluster"":false,""AllowedHostNetworkingAndPortsInKubernetesClusterLabelSelector"":{},""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
233a2a17-77ca-4fb1-9b6b-69223d272a44,,BuiltIn,Kubernetes,Kubernetes cluster services should listen only on allowed ports,"Restrict services to listen only on allowed ports to secure access to the Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: allowedServicePortsInKubernetesClusterEffect),"parameter: Deny,Audit,Disabled",Audit,"{""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""allowedServicePortsInKubernetesClusterLabelSelector"":{},""allowedservicePortsInKubernetesClusterPorts"":[""-1""]}",Audit,"{""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""allowedServicePortsInKubernetesClusterLabelSelector"":{},""allowedservicePortsInKubernetesClusterPorts"":[""-1""]}"
95edb821-ddaf-4404-9732-666045e056b4,,BuiltIn,Kubernetes,Kubernetes cluster should not allow privileged containers,"Do not allow privileged containers creation in a Kubernetes cluster. This recommendation is part of CIS 5.2.1 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.",Azure_Security_Benchmark_v3.0_PV-2,MCSB: Audit (default: privilegedContainersShouldBeAvoidedEffect),"parameter: Deny,Audit,Disabled",Audit,"{""privilegedContainerLabelSelector"":{},""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""excludedImagesInKubernetesCluster"":[]}",Audit,"{""privilegedContainerLabelSelector"":{},""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""excludedImagesInKubernetesCluster"":[]}"
1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d,,BuiltIn,Kubernetes,Kubernetes clusters should be accessible only over HTTPS,"Use of HTTPS ensures authentication and protects data in transit from network layer eavesdropping attacks. This capability is currently generally available for Kubernetes Service (AKS), and in preview for Azure Arc enabled Kubernetes. For more info, visit https://aka.ms/kubepolicydoc",Azure_Security_Benchmark_v3.0_DP-3,MCSB: Audit (default: kubernetesClustersShouldBeAccessibleOnlyOverHTTPSMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,"{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSLabelSelector"":{}}",Audit,"{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSLabelSelector"":{}}"
